Agent,Wins,Losses,Draws,AvgPieces,TotalGames,Map,Timestamp,Opponent,MatchID
Minimax+AB,5,5,0,24.0,10,position_18_7_empty_w.txt,,,
MCTS_300,5,5,0,25.0,10,position_18_7_empty_w.txt,,,
Minimax+AB,5,5,0,2.4,10,position_18_7_empty_w.txt,2025-06-05 02:37:28,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_02-37-28
MCTS_300,5,5,0,2.5,10,position_18_7_empty_w.txt,2025-06-05 02:37:28,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_02-37-28
Minimax+AB,5,5,0,2.45,10,position_0,2025-06-05 10:11:14,AB+MCTS_Domain_600,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-05_10-11-14
AB+MCTS_Domain_600,5,5,0,2.45,10,position_0,2025-06-05 10:11:14,Minimax+AB,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-05_10-11-14
Minimax+AB,5,5,0,0.3,10,position_0,2025-06-05 10:13:48,AB+MCTS_Domain_600,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-05_10-13-48
AB+MCTS_Domain_600,5,5,0,0.3,10,position_0,2025-06-05 10:13:48,Minimax+AB,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-05_10-13-48
Minimax+AB,10,0,0,1.26,10,position_0,2025-06-05 10:29:27,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_10-29-27
MCTS_300,0,10,0,0.13,10,position_0,2025-06-05 10:29:27,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_10-29-27
Minimax+AB,10,0,0,0.92,10,position_0,2025-06-05 10:33:50,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_10-33-50
MCTS_300,0,10,0,0.0,10,position_0,2025-06-05 10:33:50,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_10-33-50
Minimax+AB,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 10:33:51,AB+MCTS_Domain_600,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-05_10-33-51
AB+MCTS_Domain_600,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 10:33:51,Minimax+AB,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-05_10-33-51
Minimax+AB,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 10:34:26,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_10-34-26
MCTS_Domain_600,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 10:34:26,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_10-34-26
Minimax+AB,0,10,0,2.3,10,position_1_5_empty_w.txt,2025-06-05 10:35:05,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_10-35-05
MCTS_Domain_600,10,0,0,2.6,10,position_1_5_empty_w.txt,2025-06-05 10:35:05,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_10-35-05
Minimax+AB,10,0,0,2.71,10,position_1_5_empty_w.txt,2025-06-05 10:35:29,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_10-35-29
MCTS_300,0,10,0,2.19,10,position_1_5_empty_w.txt,2025-06-05 10:35:29,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_10-35-29
Minimax+AB,0,10,0,2.3,10,position_1_5_empty_w.txt,2025-06-05 10:35:52,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_10-35-52
MCTS_Domain_300,10,0,0,2.6,10,position_1_5_empty_w.txt,2025-06-05 10:35:52,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_10-35-52
Minimax+AB,8,2,0,2.79,10,position_0,2025-06-05 10:53:09,AB+MCTS_Domain_600,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-05_10-53-09
AB+MCTS_Domain_600,2,8,0,2.11,10,position_0,2025-06-05 10:53:09,Minimax+AB,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-05_10-53-09
Minimax+AB,5,5,0,2.41,10,position_1_5_empty_w.txt,2025-06-05 10:58:03,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_10-58-03
MCTS_Domain_300,5,5,0,2.49,10,position_1_5_empty_w.txt,2025-06-05 10:58:03,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_10-58-03
Minimax+AB,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 11:00:05,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-00-05
MCTS_Domain_300,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 11:00:05,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-00-05
Minimax+AB,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 11:00:12,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-00-12
MCTS_Domain_300,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 11:00:12,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-00-12
Minimax+AB,4,6,0,2.55,10,position_4_11_empty_w.txt,2025-06-05 11:02:57,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-02-57
MCTS_Domain_300,6,4,0,2.35,10,position_4_11_empty_w.txt,2025-06-05 11:02:57,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-02-57
Minimax+AB,6,4,0,2.79,10,position_4_11_empty_w.txt,2025-06-05 11:05:41,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-05-41
MCTS_Domain_300,4,6,0,2.11,10,position_4_11_empty_w.txt,2025-06-05 11:05:41,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-05-41
Minimax+AB,6,4,0,2.77,10,position_4_11_empty_w.txt,2025-06-05 11:08:19,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-08-19
MCTS_Domain_300,4,6,0,2.13,10,position_4_11_empty_w.txt,2025-06-05 11:08:19,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-08-19
Minimax+AB,4,6,0,2.52,10,position_0,2025-06-05 11:16:36,AB+MCTS_Domain_600,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-05_11-16-36
AB+MCTS_Domain_600,6,4,0,2.38,10,position_0,2025-06-05 11:16:36,Minimax+AB,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-05_11-16-36
Minimax+AB,10,0,0,2.68,10,position_11_8_empty_w.txt,2025-06-05 11:18:54,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-18-54
MCTS_Domain_300,0,10,0,2.22,10,position_11_8_empty_w.txt,2025-06-05 11:18:54,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-18-54
Minimax+AB,7,3,0,2.51,10,position_11_8_empty_w.txt,2025-06-05 11:19:21,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-19-21
MCTS_Domain_300,3,7,0,2.39,10,position_11_8_empty_w.txt,2025-06-05 11:19:21,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-19-21
Minimax+AB,5,5,0,2.39,10,position_18_7_empty_w.txt,2025-06-05 11:19:39,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-19-39
MCTS_Domain_300,5,5,0,2.51,10,position_18_7_empty_w.txt,2025-06-05 11:19:39,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-19-39
Minimax+AB,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 11:20:02,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-20-02
MCTS_Domain_300,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 11:20:02,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-20-02
Minimax+AB,10,0,0,3.68,10,position_0,2025-06-05 11:23:25,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-23-25
MCTS_Domain_300,0,10,0,1.22,10,position_0,2025-06-05 11:23:25,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_11-23-25
Minimax+AB,10,0,0,2.73,10,position_1_5_empty_b.txt,2025-06-05 11:28:50,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-28-50
MCTS_300,0,10,0,2.17,10,position_1_5_empty_b.txt,2025-06-05 11:28:50,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-28-50
Minimax+AB,10,0,0,2.75,10,position_1_5_empty_b.txt,2025-06-05 11:28:55,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-28-55
MCTS_300,0,10,0,2.15,10,position_1_5_empty_b.txt,2025-06-05 11:28:55,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-28-55
Minimax+AB,10,0,0,2.76,10,position_3_3_empty_w.txt,2025-06-05 11:29:11,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-29-11
MCTS_300,0,10,0,2.14,10,position_3_3_empty_w.txt,2025-06-05 11:29:11,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-29-11
Minimax+AB,10,0,0,2.85,10,position_3_3_empty_w.txt,2025-06-05 11:29:17,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-29-17
MCTS_300,0,10,0,2.05,10,position_3_3_empty_w.txt,2025-06-05 11:29:17,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-29-17
Minimax+AB,10,0,0,3.0,10,position_4_11_empty_b.txt,2025-06-05 11:29:57,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-29-57
MCTS_300,0,10,0,1.9,10,position_4_11_empty_b.txt,2025-06-05 11:29:57,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-29-57
Minimax+AB,10,0,0,3.04,10,position_18_7_empty_w.txt,2025-06-05 11:32:19,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-32-19
MCTS_300,0,10,0,1.86,10,position_18_7_empty_w.txt,2025-06-05 11:32:19,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-32-19
Minimax+AB,10,0,0,3.0,10,position_18_7_empty_w.txt,2025-06-05 11:32:35,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-32-35
MCTS_300,0,10,0,1.9,10,position_18_7_empty_w.txt,2025-06-05 11:32:35,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-32-35
Minimax+AB,10,0,0,2.93,10,position_18_7_empty_w.txt,2025-06-05 11:40:06,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-06
MCTS_300,0,10,0,1.97,10,position_18_7_empty_w.txt,2025-06-05 11:40:06,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-06
Minimax+AB,9,1,0,2.96,10,position_18_7_empty_w.txt,2025-06-05 11:40:11,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-11
MCTS_300,1,9,0,1.94,10,position_18_7_empty_w.txt,2025-06-05 11:40:11,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-11
Minimax+AB,10,0,0,2.71,10,position_1_5_empty_b.txt,2025-06-05 11:40:33,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-33
MCTS_300,0,10,0,2.19,10,position_1_5_empty_b.txt,2025-06-05 11:40:33,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-33
Minimax+AB,10,0,0,2.78,10,position_1_5_empty_b.txt,2025-06-05 11:40:41,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-41
MCTS_300,0,10,0,2.12,10,position_1_5_empty_b.txt,2025-06-05 11:40:41,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-41
Minimax+AB,10,0,0,2.85,10,position_3_3_empty_w.txt,2025-06-05 11:40:54,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-54
MCTS_300,0,10,0,2.05,10,position_3_3_empty_w.txt,2025-06-05 11:40:54,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-54
Minimax+AB,10,0,0,2.76,10,position_3_3_empty_w.txt,2025-06-05 11:40:59,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-59
MCTS_300,0,10,0,2.14,10,position_3_3_empty_w.txt,2025-06-05 11:40:59,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-40-59
Minimax+AB,10,0,0,2.77,10,position_3_3_empty_w.txt,2025-06-05 11:41:27,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-41-27
MCTS_300,0,10,0,2.13,10,position_3_3_empty_w.txt,2025-06-05 11:41:27,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-41-27
Minimax+AB,10,0,0,2.98,10,position_18_7_empty_w.txt,2025-06-05 11:41:39,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-41-39
MCTS_300,0,10,0,1.92,10,position_18_7_empty_w.txt,2025-06-05 11:41:39,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-41-39
Minimax+AB,10,0,0,2.85,10,position_3_3_empty_w.txt,2025-06-05 11:41:52,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_11-41-52
MCTS_300,0,10,0,2.05,10,position_3_3_empty_w.txt,2025-06-05 11:41:52,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_11-41-52
Minimax+AB,9,1,0,2.93,10,position_0,2025-06-05 12:02:24,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_12-02-24
MCTS_Domain_600,1,9,0,1.05,10,position_0,2025-06-05 12:02:24,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_12-02-24
Minimax+AB,7,3,0,2.51,10,position_19_15_empty_w.txt,2025-06-05 12:04:45,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_12-04-45
MCTS_Domain_300,3,7,0,2.39,10,position_19_15_empty_w.txt,2025-06-05 12:04:45,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_12-04-45
Minimax+AB,10,0,0,2.71,10,position_11_8_empty_w.txt,2025-06-05 12:05:33,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_12-05-33
MCTS_Domain_300,0,10,0,2.19,10,position_11_8_empty_w.txt,2025-06-05 12:05:33,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_12-05-33
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 12:48:28,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_12-48-28
MCTS_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 12:48:28,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_12-48-28
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 12:50:12,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_12-50-12
MCTS_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 12:50:12,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_12-50-12
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 12:54:01,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-01
MCTS_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 12:54:01,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-01
Minimax+AB,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 12:54:18,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-18
MCTS_300,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 12:54:18,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-18
Minimax+AB,10,0,0,2.7,10,position_3_3_empty_w.txt,2025-06-05 12:54:21,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-21
MCTS_300,0,10,0,2.2,10,position_3_3_empty_w.txt,2025-06-05 12:54:21,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-21
Minimax+AB,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 12:54:28,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-28
MCTS_300,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 12:54:28,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-28
Minimax+AB,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 12:54:50,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-50
MCTS_300,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 12:54:50,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-50
Minimax+AB,5,5,0,2.65,10,position_18_7_empty_w.txt,2025-06-05 12:54:54,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-54
MCTS_300,5,5,0,2.25,10,position_18_7_empty_w.txt,2025-06-05 12:54:54,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_12-54-54
Minimax+AB,5,5,0,2.65,10,position_18_7_empty_w.txt,2025-06-05 12:57:47,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_12-57-47
MCTS_300,5,5,0,2.25,10,position_18_7_empty_w.txt,2025-06-05 12:57:47,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_12-57-47
Minimax+AB,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 12:57:55,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_12-57-55
MCTS_300,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 12:57:55,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_12-57-55
Minimax+AB,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 13:08:21,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-08-21
MCTS_300,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 13:08:21,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-08-21
Minimax+AB,5,5,0,2.65,10,position_18_7_empty_w.txt,2025-06-05 13:08:29,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-08-29
MCTS_300,5,5,0,2.25,10,position_18_7_empty_w.txt,2025-06-05 13:08:29,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-08-29
Minimax+AB,5,5,0,2.4,10,position_1_5_empty_b.txt,2025-06-05 13:08:46,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-08-46
MCTS_300,5,5,0,2.5,10,position_1_5_empty_b.txt,2025-06-05 13:08:46,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-08-46
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 13:08:55,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-08-55
MCTS_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 13:08:55,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-08-55
Minimax+AB,10,0,0,2.85,10,position_14_13_empty_b.txt,2025-06-05 13:09:17,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-09-17
MCTS_300,0,10,0,2.05,10,position_14_13_empty_b.txt,2025-06-05 13:09:17,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-09-17
Minimax+AB,10,0,0,2.85,10,position_14_13_empty_b.txt,2025-06-05 13:09:27,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-09-27
MCTS_300,0,10,0,2.05,10,position_14_13_empty_b.txt,2025-06-05 13:09:27,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-09-27
Minimax+AB,5,5,0,2.65,10,position_18_7_empty_w.txt,2025-06-05 13:09:47,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-09-47
MCTS_300,5,5,0,2.25,10,position_18_7_empty_w.txt,2025-06-05 13:09:47,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-09-47
Minimax+AB,5,5,0,2.65,10,position_18_7_empty_w.txt,2025-06-05 13:13:19,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-13-19
MCTS_300,5,5,0,2.25,10,position_18_7_empty_w.txt,2025-06-05 13:13:19,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-13-19
Minimax+AB,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 13:13:25,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-13-25
MCTS_300,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 13:13:25,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-13-25
Minimax+AB,5,5,0,2.4,10,position_1_5_empty_b.txt,2025-06-05 13:13:39,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-13-39
MCTS_300,5,5,0,2.5,10,position_1_5_empty_b.txt,2025-06-05 13:13:39,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-13-39
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 13:13:43,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-13-43
MCTS_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 13:13:43,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-13-43
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 13:14:42,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-14-42
MCTS_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 13:14:42,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-14-42
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 13:15:39,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-15-39
MCTS_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 13:15:39,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-15-39
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 13:29:42,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-29-42
MCTS_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 13:29:42,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-29-42
Minimax+AB,5,5,0,2.4,10,position_1_5_empty_b.txt,2025-06-05 13:29:47,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-29-47
MCTS_300,5,5,0,2.5,10,position_1_5_empty_b.txt,2025-06-05 13:29:47,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-29-47
Minimax+AB,10,0,0,3.15,10,position_19_15_empty_w.txt,2025-06-05 13:30:05,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-30-05
MCTS_300,0,10,0,1.75,10,position_19_15_empty_w.txt,2025-06-05 13:30:05,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-30-05
Minimax+AB,10,0,0,3.05,10,position_11_8_empty_w.txt,2025-06-05 13:30:19,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-30-19
MCTS_300,0,10,0,1.85,10,position_11_8_empty_w.txt,2025-06-05 13:30:19,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-30-19
Minimax+AB,10,0,0,2.9,10,position_5_22_empty_w.txt,2025-06-05 13:30:45,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-30-45
MCTS_300,0,10,0,2.0,10,position_5_22_empty_w.txt,2025-06-05 13:30:45,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-30-45
Minimax+AB,5,5,0,2.65,10,position_18_7_empty_w.txt,2025-06-05 13:31:04,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-31-04
MCTS_300,5,5,0,2.25,10,position_18_7_empty_w.txt,2025-06-05 13:31:04,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-31-04
Minimax+AB,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 13:31:12,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-31-12
MCTS_300,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 13:31:12,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-31-12
Minimax+AB,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 13:36:46,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-36-46
MCTS_300,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 13:36:46,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-36-46
Minimax+AB,5,5,0,2.65,10,position_18_7_empty_w.txt,2025-06-05 13:36:50,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-36-50
MCTS_300,5,5,0,2.25,10,position_18_7_empty_w.txt,2025-06-05 13:36:50,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-36-50
Minimax+AB,5,5,0,2.6,10,position_18_7_empty_w.txt,2025-06-05 13:38:12,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-12
MCTS_300,5,5,0,2.3,10,position_18_7_empty_w.txt,2025-06-05 13:38:12,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-12
Minimax+AB,5,5,0,2.75,10,position_18_7_empty_w.txt,2025-06-05 13:38:16,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-16
MCTS_300,5,5,0,2.15,10,position_18_7_empty_w.txt,2025-06-05 13:38:16,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-16
Minimax+AB,5,5,0,2.6,10,position_18_7_empty_w.txt,2025-06-05 13:38:40,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-40
MCTS_300,5,5,0,2.3,10,position_18_7_empty_w.txt,2025-06-05 13:38:40,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-40
Minimax+AB,5,5,0,2.6,10,position_18_7_empty_w.txt,2025-06-05 13:38:43,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-43
MCTS_300,5,5,0,2.3,10,position_18_7_empty_w.txt,2025-06-05 13:38:43,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-43
Minimax+AB,5,5,0,2.6,10,position_18_7_empty_w.txt,2025-06-05 13:38:45,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-45
MCTS_300,5,5,0,2.3,10,position_18_7_empty_w.txt,2025-06-05 13:38:45,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-45
Minimax+AB,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 13:38:49,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-49
MCTS_300,5,5,0,2.45,10,position_18_7_empty_w.txt,2025-06-05 13:38:49,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-49
